"Event Name","Start Date","End Date",Country,State,City,Venue,"Region 1","Region 2","Region 3",Contacts,URL,URL2,URL3,Sponsorship,Stakeholders,Type
"Korea Media Briefing",2013-07-08,2013-07-08,"Korea (South)",,Seoul,"Co ex Intercontinental ",APAC,Korea,,,,,,,,"Media Event"
"St. Louis Q2 Red Hat User Group Meeting",2013-07-10,2013-07-10,USA,Missouri,"St. Louis",,,,,,https://engage.redhat.com/forms/StLouis_UserGroup?sc_cid=91955512120bawxAAA&offer_id=91955512120bb7qAAA&elq=1c9ecb8ed9f14777b00b00915bc442c0,,,,Openshift,"User Groups"
"Semper TI Open Day BRMS",2013-07-11,2013-07-11,Argentina,"Buenos Aires","Buenos Aires",,LATAM,"Sola & Andino",,,http://enviosexelsum.com.ar/redhat/20130711_rh_semperti/,,,,Middleware,"Red Hat Partner Event"
"Texas Motor Speedway with Technologent HP and RedHat",2013-07-12,2013-07-12,USA,Texas,Dallas,"Texas Motor Speedway","NORTH AMERICA",West,,,http://www.technologent.com/events/texas-motor-speedway-with-technologent-hp-and-red-hat/,,,,"Channel,Platform,Field Marketing,Sell RHEL","Customer Event"
"PowerLinux ISV Launch",2013-07-12,2013-07-12,Singapore,,,"St Regis Singapore",APAC,ASEAN,,,,,,NA,"Channel,Global Partner Marketing,Platform","Red Hat Partner Event"
"Red xxx@redhat.com Day: +919555121206 Cell: +919555121219",http://app.engage.redhat.com/e/es?s=1795&e=257230&elq=66ef550b9b8a4d3ca210195bc6e8352b,,,,Middleware,"Red Hat Hosted"
"Spiceworks - Webinar title TBD",2013-07-16,2013-07-16,,,,,"NORTH AMERICA",,,,,,,,"Field Marketing,Storage",Webinars
"Windup Partner Overview NA",2013-07-16,2013-07-16,,,,Webex,"NORTH AMERICA",,,,https://redhat.webex.com/redhat/onstage/g.php?t=a&d=644364636,,,,"Channel,Middleware","Red Hat Partner Event"
"Red xxx@redhat.com Day: +919555121206 Cell: +919555121219",http://app.engage.redhat.com/e/es?s=1795&e=257218&elq=f92a40e49e99492c900909ff491221e6,,,,"Cloud,Middleware,Platform,Virtualization","Red Hat Hosted"
"Dimension xxx@redhat.com Day: +61 2 8923 2807 Cell: +61 414953033",,,,,Channel,"Red Hat Partner Event"
"Red xxx@redhat.com Day: +919555121206 Cell: +919555121219",,,,,Middleware,"Red Hat Hosted"
"Gartner xxx@redhat.com Day: +61 2 8923 2807 Cell: +61 414 953 033",http://www.gartner.com/technology/summits/apac/application-development/agenda.jsp,,,,Middleware,"Analyst Event"
"OSCON 2013",2013-07-22,2013-07-26,USA,Oregon,Portland,"Oregon Convention Center","NORTH AMERICA",West,,,http://www.oscon.com,https://docspace.corp.redhat.com/docs/DOC-149595,,"Custom Silver Sponsorship","Openshift,Fedora","Industry Event"
"Executive Visit - India",2013-07-22,2013-07-26,India,,"Bangalore, Mumbai and Pune",,APAC,India,,,,,,,,"Media Event"
"Marco Bill-Peter Media Engagement",2013-07-25,2013-07-25,India,,Pune,"Pune office",APAC,India,,,,,,,,"Media Event"
"Netlabs Open Day",2013-07-25,2013-07-25,Argentina,CABA,"Buenos Airres",,LATAM,"Sola & Andino",,,,,,,Cloud,"Red Hat Partner Event"
"Service IT Open Day - Unix to Red Hat Enterprise Linux",2013-07-25,2013-07-25,Argentina,CABA,"Buenos Aires",,LATAM,"Sola & Andino",,,,,,,Platform,"Red Hat Partner Event"
"Indiana Linux Fest",2013-07-26,2013-07-28,USA,Indiana,Indianapolis,"Wyndam Indianapolis West ","NORTH AMERICA",East,,,http://indianalinux.org/,,,"Copper -  Table top",Platform,"User Groups"
"USO-Metro/AFCEA-DC Golf Classic Fundraiser",2013-07-29,2013-07-29,USA,Virginia,Arlington,"Army Navy Country Club","NORTH AMERICA",,,,http://www.usometrodc.org/page.php?p=36&cei=61,,,"Cigar Sponsor ","Field Marketing,Public Sector","Industry Event"
"CompTIA ChannelCon",2013-07-29,2013-07-31,USA,Florida,Orlando,"The Peabody Orlando Hotel","NORTH AMERICA",East,,,http://www.comptia.org/channelcon,https://docspace.corp.redhat.com/docs/DOC-150777,,,Channel,"Industry Event"
"Gartner Catalyst",2013-07-29,2013-08-01,USA,California,"San Diego","Manchester Grand Hyatt","NORTH AMERICA",West,,,http://www.gartner.com/technology/summits/na/catalyst/,,,,Cloud,"Industry Event"
"SLED Event: Campus Technology 2013",2013-07-29,2013-08-01,USA,Massachusetts,Boston,"Hynes Convention Center","NORTH AMERICA",East,,,http://events.campustechnology.com/Events/CT-Summer-Educational-Technology-Conference/Home.aspx,,,,"Channel,Public Sector,Field Marketing,RHEL to Cloud,Build Open Clouds","Industry Event"
"BriForum US 2013",2013-07-30,2013-08-01,USA,Illinois,Chicago,"McCormick Place Convention Center",,,,,http://briforum.com/US/index.html,,,,Virtualization,"Industry Event"
"Efficient xxx@redhat.com Day: 919555121206 Cell: 9195551212119",,,,Silver,Middleware,"Customer Event"
"Red Hat Open Day - JBoss BRMs",2013-07-31,2013-07-31,Argentina,,,,LATAM,"Sola & Andino",,,,,,,Middleware,
"Avnet Embedded World - Indianapolis",2013-08-01,2013-08-01,USA,Indiana,Carmel,"Renaissance Indianapolis North Hotel","NORTH AMERICA",,,,http://www.em.avnet.com/en-us/design/trainingandevents/Pages/Avnet-Great-Lakes-Embedded-World.aspx,,,,"Global Partner Marketing,Platform,Field Marketing","Customer Event"
"Breakfast Meeting Redhat & Sonda: Middleware Solutions",2013-08-01,2013-08-01,Chile,,Santiago,,LATAM,"Sola & Andino",,,https://engage.redhat.com/forms/20130801_LA_Virt_OpenStack_Event_CL_PH_SONDA?sc_cid=91955512120bgWqAAI&offer_id=91955512120bgjVAAQ&pid=9195551212OXqbw,,,,Middleware,"Red Hat Partner Event"
"SLED EVENT: Government Technology Industry Summit 2013",2013-08-04,2013-08-05,USA,Wyoming,"Jackson Hole",,"NORTH AMERICA","Public Sector",,,http://www.centerdigitaled.com/cdg-events/Industry-Summit-2013.html,,,"Silver Sponsor: 
Two representatives in attendance and sponsor recognition at Private CIO Reception (Sunday evening before awards dinner)
Up to 5 sponsor attendees
Logo recognition on all appropriate event promotion
Logo recognition on all golf signage
Logo recognition at Best Fit Integrator dinner and following day-long sessions
Logo recognition on event website with link","Public Sector,Platform","Industry Event"
"Marketing xxx@redhat.com Day: +54 (11) 4329 7392 Cell: +54 (911) 3685 1075",http://enviosexelsum.com.ar/redhat/20130806_rh_invite/,,,,"Middleware,Intelligent Integrated Enterprises","Red Hat Partner Event"
"Working Breakfast Softshop",2013-08-06,2013-08-06,Paraguay,,Asuncion,,LATAM,"Sola & Andino",,,http://www.nexsyson.com/Red_Hat/2013/q3/html-invi-softshop/index.html,,,,Platform,"Red Hat Partner Event"
"Breakfast meeting NISI & Red Hat",2013-08-06,2013-08-06,Honduras,,Tegucigalpa,,LATAM,"Sola & Andino",,,http://enviosexelsum.com.ar/redhat/20130718_rh_form2/,,,,Virtualization,"Red Hat Partner Event"
"Cyber Security Training Forum",2013-08-06,2013-08-07,USA,Colorado,"Colorado Springs","Double Tree Hilton Hotel ","NORTH AMERICA",,,,http://www.fbcinc.com/e/cstf/,,,,"Public Sector,Field Marketing","Industry Event"
"Mil-OSS WG5@LANT",2013-08-06,2013-08-08,USA,"South Carolina",Charleston,"Crown Plaza Charleston ","NORTH AMERICA","Public Sector",,,http://mil-oss.org/lant2/,,,,"Field Marketing,Public Sector","Industry Event"
"Parasoft Lunch business meeting",2013-08-07,2013-08-07,Paraguay,Auncion,Asuncion,,LATAM,"Sola & Andino",,,http://www.nexsyson.com/Red_Hat/2013/q3/html-invi-parasoft/index.html,,,,Platform,"Red Hat Partner Event"
"Logicalis Breakfast meeting",2013-08-07,2013-08-07,Paraguay,,Asuncion,,LATAM,"Sola & Andino",,,http://www.nexsyson.com/Red_Hat/2013/q3/html-invi-logicalis/index.html,,,,Platform,"Red Hat Partner Event"
"JBug xxx@redhat.com Day: +91955512122 Cell: +91955512123",,,,,Middleware,"User Groups"
"Expertice Open Day BRMS",2013-08-07,2013-08-07,Argentina,,"Buenos aires",,LATAM,"Sola & Andino",,,http://app.engage.redhat.com/e/es?s=1795&e=261017&elq=5722fee6c07443c9a9767ca8f88e3509,,,,Middleware,"Red Hat Partner Event"
"ITM Breakfast Event - Virtualization",2013-08-07,2013-08-07,Guatemala,,Guatemala,,LATAM,"Sola & Andino",,,http://app.engage.redhat.com/e/es?s=1795&e=261017&elq=5722fee6c07443c9a9767ca8f88e3509,,,,Virtualization,"Red Hat Partner Event"
"Dell xxx@redhat.com Day: 919-555-1212 Cell: 919-555-1212",https://www.etouches.com/ereg/newreg.php?eventid=68205&,https://docspace.corp.redhat.com/docs/DOC-146405,,,"Channel,Field Marketing","Red Hat Partner Event"
"Government Computer News Tech Essentials: Virtualization Management",2013-08-08,2013-08-08,,DC,Washington,,"NORTH AMERICA","Public Sector",,,http://gcn.com/events/virtualization/home.aspx,,,,"Field Marketing,Public Sector,Virtualization","Customer Event"
"CITYTECH/Red Hat BRMS hands on workshop - Chicago",2013-08-08,2013-08-08,USA,Illinois,Chicago,,"NORTH AMERICA",West,,,https://engage.redhat.com/forms/Chicago_BRMS?sc_cid=91955512120bbENAAY&offer_id=91955512120beBQAAY&elq=85dab996833b4d7590d2ef55e4026964,,,,"Channel,Field Marketing,Middleware","Developer Event"
"JBug xxx@redhat.com Day: +91955512122 Cell: +91955512123",,,,,Middleware,"User Groups"
"Making xxx@redhat.com Day: +54 (11) 4329 7392 Cell: +54 (911) 3685 1075",http://www.nexsyson.com/Red_Hat/2013/q3/html-desarolle-negocios-chile/index.html,,,,"Intelligent Integrated Enterprises,Platform","Red Hat Partner Event"
"ITQ xxx@redhat.com Day: +54 (11) 4329 7392 Cell: +54 (911) 3685 1075",,,,,"Intelligent Integrated Enterprises,Platform","Red Hat Partner Event"
"Datasystems xxx@redhat.com Day: +54 (11) 4329 7392 Cell: +54 (911) 3685 1075",http://enviosexelsum.com.ar/redhat/20130808_rh_form/,,,,"Intelligent Integrated Enterprises,Virtualization","Red Hat Partner Event"
"IBM xxx@redhat.com Day: +54 (11) 4329 7392 Cell: +54 (911) 3685 1075",,,,Gold,"Intelligent Integrated Enterprises,Platform","Red Hat Hosted"
"Epidata xxx@redhat.com Day: +54 (11) 4329 7392 Cell: +54 (911) 3685 1075",,,,,"Intelligent Integrated Enterprises,Middleware","Red Hat Partner Event"
Flock,2013-08-09,2013-08-12,,"South Carolina",Charleston,"College of Charleston Dept of Computer Science","NORTH AMERICA",East,,,http://flocktofedora.com/,,,,"Openshift,Fedora","Red Hat Hosted"
"SLED Event: Texas Assocation of State Systems for Computing and Communications (TASSCC)",2013-08-11,2013-08-14,USA,Texas,"San Antonio","Westin La Cantera","NORTH AMERICA",Central,,,http://tasscc.org/displaycommon.cfm?an=1&subarticlenbr=49,,,"Hospitality Suite Sponsor","Channel,Public Sector,Build Open Clouds","Industry Event"
"Jbug xxx@redhat.com Day: +91955512122 Cell: +91955512123",,,,,Middleware,"User Groups"
"NZ xxx@redhat.com Day: +91955512122 Cell: +91955512123",,,,,,"User Groups"
"SAC Webinar ""Standardize on RHEL""",2013-08-13,2013-08-13,,,,,LATAM,"Sola & Andino",,,,,,,Platform,Webinars
"JBug xxx@redhat.com Day: +91955512122 Cell: +91955512123",,,,,Middleware,"User Groups"
"NZ xxx@redhat.com Day: +91955512122 Cell: +91955512123",,,,,,"C-level Event"
"JBug Event - Singapore",2013-08-14,2013-08-14,Singapore,,Singapore,"Shuffle @ Clarke Quay",APAC,ASEAN,,,,,,NA,"Field Marketing,Middleware","User Groups"
"JRubyConf, part of eurucamp week",2013-08-14,2013-08-15,,,,,EMEA,,,,,,,,"Middleware,Openshift",
"CIO del año 2013",2013-08-15,2013-08-15,Argentina,,"Buenos Aires",,LATAM,"Sola & Andino",,,,,,,,
"IDC FSI C-Level Engagement (Hong Kong)",2013-08-15,2013-08-15,China,,"Hong Kong",,APAC,"Greater China",,,,,,,"Field Marketing","C-level Event"
"NZ xxx@redhat.com Day: +91955512122 Cell: +91955512123",,,,,,"C-level Event"
"NZ xxx@redhat.com Day: +91955512122 Cell: +91955512123",,,,,,"User Groups"
"CITYTECH Community to Enterprise Migration Webinar",2013-08-15,2013-08-15,,,,Webinar,"NORTH AMERICA",,,,,,,,"Channel,Field Marketing,Middleware",Webinars
"XChange Americas",2013-08-18,2013-08-20,USA,,"Washington, D.C.","Gaylord National","NORTH AMERICA",East,,,http://www.xchange-events.com/x13,,,,Channel,"Industry Event"
"SLED Event: GMIS International Conference",2013-08-18,2013-08-21,USA,"North Carolina",Charlotte,"Westin Charlotte","NORTH AMERICA",East,,,http://members.gmis.org/general/custom.asp?page=2013AnnlConf,,,,"Channel,Field Marketing,Public Sector,Strategic Alternative (NextGen IT)","Industry Event"
"Red xxx@redhat.com Day: 919555121206 Cell: 9195551212119",,,,,Virtualization,"Red Hat Hosted"
"Tech Forum Sundsvall",2013-08-20,2013-08-20,Sweden,,Sundsvall,Atea,EMEA,Nordics,,,,,,,"Openshift,Cloud","Red Hat Hosted"
"RoadShow Bolivia- Santa Cruz",2013-08-20,2013-08-20,,,,,LATAM,"Sola & Andino",,,,,,,,
"Raytheon SE&A Technical Symposium",2013-08-20,2013-08-21,USA,Virginia,Sterling,"Raytheon Dulles Hub   22110 Pacific Blvd",,,,,http://raytheon.cvent.com/events/se-a-technical-symposium/event-summary-8a11545f02f74101916bf32e00f044d1.aspx?i=f5e82d53-c1da-40b0-a247-66698594d707,,,,,"Red Hat Partner Event"
"NoSQL Now!",2013-08-20,2013-08-22,,California,"San Jose",,"NORTH AMERICA",,,,,,,,Openshift,
"JBoss xxx@redhat.com Day: 919555121206 Cell: 9195551212119",http://app.engage.redhat.com/e/es?s=1795&e=267193&elq=ff055d8f374e415a95e9195551212a57,,,,Middleware,"Red Hat Hosted"
"930gov Tradeshow  & Conference",2013-08-21,2013-08-21,USA,,"District of Columbia","Walter E. Washington Convention Center","NORTH AMERICA","Public Sector",,,http://www.930gov.com/,https://www.signup4.net/Public/ap.aspx?EID=930G10E,,,"Cloud,Field Marketing,Public Sector","Industry Event"
"Avnet Press Conference (MY)",2013-08-21,2013-08-21,Malaysia,"Kuala Lumpur","Kuala Lumpur",,APAC,ASEAN,,,,,,,,"Media Event"
"Red xxx@redhat.com Day: 919555121206 Cell: 9195551212119",,,,,Platform,"Red Hat Hosted"
"JBoss xxx@redhat.com Day: 919555121206 Cell: 9195551212119",,,,,Middleware,"Red Hat Hosted"
"CIO@GOV - Jornadas CXO",2013-08-22,2013-08-22,Argentina,,"Buenos Aires",,LATAM,"Sola & Andino",,,,,,,"Public Sector",
"Red Hat JBoss Middleware - Foundation for Agility and Innovation",2013-08-22,2013-08-22,Thailand,,Bangkok,"Ratchaprasong Hotel",APAC,ASEAN,,,,,,NA,,"Customer Event"
"IDC FSI C-Level Engagement (Kuala Lumpur, Malaysia)",2013-08-22,2013-08-22,Malaysia,,"Kuala Lumpur",,APAC,"Greater China",,,,,,,"Field Marketing","C-level Event"
"Lowering Cost of Gov't with IT Summit",2013-08-22,2013-08-22,USA,"District of Columbia",,"The Newseum ","NORTH AMERICA","Public Sector",,,http://fedscoop.com/events/lcogit2013/,,,,"Field Marketing,Public Sector","Industry Event"
"RoadShow Bolivia-La Paz",2013-08-22,2013-08-22,,,,,LATAM,"Sola & Andino",,,,,,,,
PuppetConf,2013-08-22,2013-08-23,,California,"San Francisco","Fairmont Hotel","NORTH AMERICA",,,,http://puppetconf.com/,,,,"Fedora,Openshift,Platform","Industry Event"
"SPARC hackathon",2013-08-23,2013-08-24,,"South Carolina",Charleston,,"NORTH AMERICA",,,,http://hackathon.sparcedge.com/,,,,Openshift,"Developer Event"
"VMworld xxx@redhat.com Day: 9195551212 Cell: 9195551212",http://www.vmworld.com/community/conference/us/,,,,"Virtualization,Storage,Cloud","Industry Event"
"Caixa in Company",2013-08-27,2013-08-27,Brazil,DF,Brasilia,,,,,,,,,,,
"Standard Chartered Lunch & Learn",2013-08-27,2013-08-27,Singapore,,Singapore,"Standard Chartered Bank",APAC,ASEAN,,,,,,,,"Customer Event"
"Red xxx@redhat.com Day: 919555121206 Cell: 9195551212119",http://app.engage.redhat.com/e/es?s=1795&e=266136&elq=bac9b03280b44cbf902119fe1a74348e,,,,"Virtualization,Platform,Middleware","Red Hat Partner Event"
"CIO.com - Challenges to Managing Big Data while keeping an eye on the bottom line",2013-08-28,2013-08-28,,,,,"NORTH AMERICA",,,,http://resources.cio.com/show/200017754/91955512124384CIO1Y3LG1MU41/?email=%25%25emailaddr%25%25,,,,"Field Marketing,Storage",Webinars
"Red xxx@redhat.com Day: +919555121206 Cell: +919555121219",http://app.engage.redhat.com/e/es?s=1795&e=270874&elq=ae4aecb5d253405096c86cccd3745ab5,,,,"Virtualization,Platform,Middleware","Red Hat Partner Event"
"ACTI- Chile",2013-08-28,2013-08-28,,,,,LATAM,"Sola & Andino",,,,,,,,
"Red Hat Storage Boot Camp Helsinki",2013-08-28,2013-08-29,Finland,,Helsinki,"Sokos Hotel Presidentti, Eteläinen Rautatiekatu 4",EMEA,Nordics,,,,,,,Storage,"Red Hat Hosted"
"Increasing Agility through the Open Hybrid Cloud",2013-08-29,2013-08-29,Singapore,,Singapore,"The Fullerton Hotel ",APAC,ASEAN,,,,,,NA,"Cloud,Openshift,Field Marketing,Channel","Customer Event"
"e-States annual research, conference & awards 2013",2013-08-29,2013-08-29,India,,"New Delhi",,APAC,India,,,http://events.dqindia.com/eStates/,,,,"Public Sector","Industry Event"
"PyCon India",2013-08-30,2013-09-01,India,,Bangalore,"NIMHANS Convention Centre",APAC,,,,,,,,Openshift,
"Red xxx@redhat.com Day: +919555121206 Cell: +919555121219",http://app.engage.redhat.com/e/es?s=1795&e=270894&elq=782960efc91a436489fd137d34a0f7b0,,,,"Middleware,Platform,Virtualization","Red Hat Partner Event"
"Total Cloud Solution with Red Hat Open Hybrid Cloud",2013-09-02,2013-09-02,Thailand,,Bangkok,"Grand Mercure Fortune",APAC,ASEAN,,,,,,,"Cloud,Field Marketing,Openshift","Customer Event"
"Red Hat Tech Exchange",2013-09-02,2013-09-06,Thailand,,Bangkok,"Millennium Hilton",APAC,,,,http://circusmax.com/event/RHTE2013/welcome.html,,,,"Global Partner Marketing,Channel","Red Hat Hosted"
"Dell Solution Tour Copenhagen",2013-09-03,2013-09-03,Denmark,,Copenhagen,,EMEA,Nordics,,,,,,,,"Red Hat Hosted"
"Gluster event",2013-09-04,2013-09-04,Sweden,,Stockholm,"Lundqvist&Lindqvist ",EMEA,Nordics,,,,,,,Storage,"Red Hat Hosted"
"IBM xxx@redhat.com Day: 919555121206 Cell: 9195551212119",,,,,Platform,"Customer Event"
"IT managers: Develop a private cloud strategy with no lock-in",2013-09-04,2013-09-04,,,,,,,,,https://vts.inxpo.com/Launch/QReg.htm?ShowKey=16051&AffiliateData=ec,"For event details: https://docspace.corp.redhat.com/docs/DOC-152815",,,Cloud,Webinars
"NSA Open Source Industry Day 2013",2013-09-04,2013-09-04,USA,Maryland,"Linthicum Heights","Maritime Institute and Conference Center ","NORTH AMERICA","Public Sector",,,http://events.r20.constantcontact.com/register/event?llr=ozymgvlab&oeidk=a07e72bq2yj3dfb8e8b,,,,"Field Marketing,Public Sector,Virtualization,Cloud","Open Source Community"
"SLED Event: Los Angeles Digital Government Summit",2013-09-04,2013-09-05,USA,California,"Los Angeles",,"NORTH AMERICA","Public Sector",,,"http://www.govtech.com/events/Los-Angeles-Digital-Government-Summit-2013.html ",,,,"Field Marketing,Public Sector","Industry Event"
"Simplify large-scale middleware migrations with JBoss Windup",2013-09-05,2013-09-05,,,,,,,,,https://engage.redhat.com/forms/20130905_windup_register,https://docspace.corp.redhat.com/docs/DOC-152969,,,Middleware,Webinars
"Technical xxx@redhat.com Day: +91955512120 Cell: +91955512120",,,,,,"User Groups"
"Red Hat Open Day VIVO",2013-09-06,2013-09-06,Brazil,SP,"São Paulo","VIVO office",,,,,,,,,,
"CIO's xxx@redhat.com Day: +919555121206 Cell: +919555121219",,,,,Middleware,"Customer Event"
"MESConference 2013",2013-09-08,2013-09-12,USA,"South Carolina",Charleston,,"NORTH AMERICA",,,,http://www.mesconference.org/,,,,"Public Sector,Field Marketing","Industry Event"
"Cloud & Virtualization Roundtable",2013-09-09,2013-09-09,Italy,,Milano,,,,,,,,,,,"Customer Event"
jQuery,2013-09-09,2013-09-11,USA,Texas,Austin,,"NORTH AMERICA",East,,,http://events.jquery.org/2013/austin/,,,,Middleware,"Developer Event"
SpringOne,2013-09-09,2013-09-12,USA,California,"Santa Clara","Santa Clara Convention Center","NORTH AMERICA",West,,,www.springone.com,,,,"Cloud,Openshift,Middleware","Industry Event"
"Red xxx@redhat.com Day: 919555121206 Cell: 9195551212119",http://app.engage.redhat.com/e/es?s=1795&e=266624&elq=9fe1eecf05cd4412b5c56a8d45fbde3c,,,,Platform,"Red Hat Hosted"
"8th xxx@redhat.com Day: +919555121206 Cell: +919555121219",http://www.idclatin.com/gobiernomex13/,,,"Gold Special",Middleware,"Customer Event"
"AWS Worldwide Public Sector Summit 2013",2013-09-10,2013-09-10,USA,"District of Columbia",,"Walter E. Washington Convention Center","NORTH AMERICA","Public Sector",,,https://aws.amazon.com/wwps-summit-2013/,,,,"Field Marketing,Public Sector","Industry Event"
"Dell Solution Tour Stockholm",2013-09-10,2013-09-10,Sweden,,Stockholm,Munchenbryggeriet,EMEA,Nordics,,,,,,,,"Red Hat Partner Event"
"Red Hat Partner Conference",2013-09-10,2013-09-13,Thailand,,Bangkok,"The Peninsula",APAC,,,,http://circusmax.com/event/RHPC2013/welcome.html,,,,"Channel,Global Partner Marketing","Red Hat Hosted"
